imdb_id,production_company
tt0443295,Paramount Pictures
tt0426615,J & C Entertainment
tt0375920,The Weinstein Company
tt0455475,MD Films
tt0078492,Euan Lloyd Productions
tt0045883,Wayne-Fellows Productions
tt0065143,Seda Spettacoli
tt0379306,Beyond Films
tt0058409,Nikkatsu
tt0368619,Cappa Defina Productions
tt0058073,Hammer Films
tt0071622,Lira Films
tt0321440,TF1 Films Production
tt0077474,EMI Films
tt0411674,Diaphana Films
tt0069303,Radnitz/Mattel Productions
tt0416320,BBC Films
tt0051983,Producciones Barbachano Ponce
tt0039116,Metro-Goldwyn-Mayer (MGM)
tt0058301,Eve Productions
tt0075925,Columbia Pictures
tt0384929,Holedigger Films
tt0436039,American Film Foundation
tt0029995,Metro-Goldwyn-Mayer British Studios
tt0337868,Bearing Fruit Entertainment
tt0040825,Metro-Goldwyn-Mayer (MGM)
tt0445620,Augustus Film
tt0416891,The Kid & I Productions LLC
tt0363771,Walt Disney Pictures
tt0397535,Columbia Pictures
tt0356680,The Family Stone
tt0417976,21 Century Shengkai Film
tt0039536,Twentieth Century Fox
tt0063801,Metro-Goldwyn-Mayer (MGM)
tt0321376,Bausan Films
tt0285175,Media 8 Entertainment
tt0061847,Mifune Productions Co. Ltd.
tt0346800,
tt0048500,Studio Filmowe Kadr
tt0051790,Mosfilm
tt0247303,First Floor Features
tt0085872,Pioneer Films
tt0202559,Alliance Atlantis Communications
tt0077452,Carnaval Unifilm
tt0365485,Stratus Film Co.
tt0382806,Hibiscus Films
tt0473107,Brave New Films
tt0090568,Producers Sales Organization (PSO)
tt0041172,Warner Bros.
tt0047349,Columbia Pictures
tt0392465,Big City Pictures
tt0067535,The Mirisch Corporation
tt0069883,Sanford
tt0032676,Warner Bros.
tt0103704,Office Kitano
tt0190268,Boogui Cinema
tt0269857,Saerom Entertainment
tt0284815,Kim Ki-Duk Film
tt0060474,Les Films Corona
tt0034277,Warner Bros.
tt0419294,EuropaCorp
tt0041487,Twentieth Century Fox
tt0046000,Metro-Goldwyn-Mayer (MGM)
tt0323998,Film i Väst
tt0220623,Sonet Film
tt0420509,Aura Films
tt0062657,Columbia Pictures
tt0061709,Sancrosiap
tt0395251,Universal Pictures
tt0407265,Belladonna Productions
tt0398375,Warner Bros.
tt0452598,Twentieth Century Fox
tt0369441,Columbia Pictures
tt0267891,Conundrum Entertainment
tt0402894,Touchstone Pictures
tt0413015,Pathé Pictures
tt0384686,Merchant Ivory Productions
tt0327643,Big Screen Entertainment Group
tt0070040,Elías Querejeta Producciones Cinematográficas S.L.
tt0307913,Arte France Cinéma
tt0084548,"Zespól Filmowy ""X"""
tt0079807,SEE Theater Network
tt0205177,Tiger Aspect Productions
tt0066498,Filmové studio Barrandov
tt0384036,
tt0444653,Summit Entertainment
tt0451850,Red Chillies Entertainment
tt0041154,Shochiku
tt0116075,Image Organization
tt0026266,Metro-Goldwyn-Mayer (MGM)
tt0116274,Albares Production
tt0267129,EuropaCorp
tt0096769,High Bar Productions
tt0402399,New Line Cinema
tt0080129,Melvin Simon Productions
tt0037595,Warner Bros.
tt0026983,Merican C. Cooper Productions
tt0041737,Ealing Studios
tt0042040,Ealing Studios
tt0041831,Ealing Studios
tt0046054,Warner Bros.
tt0057812,George Pal Productions
tt0059673,Mifune Productions Co. Ltd.
tt0073293,Canadian Film Development Corporation (CFDC)
tt0075793,La Deantir
tt0444608,Loki Films
tt0451094,CJ Entertainment
tt0238119,
tt0338075,Swipe Films
tt0329162,Davis Entertainment Filmworks
tt0035769,Metro-Goldwyn-Mayer (MGM)
tt0428441,A.C.E.
tt0060880,The Rank Organisation
tt0033627,Ortus Films
tt0419279,Distant Horizon
tt0060818,Euterpe
tt0284929,First Look International
tt0414852,EuropaCorp
tt0383222,Boll Kino Beteiligungs GmbH & Co. KG
tt0450278,Next Entertainment
tt0456554,Twentieth Century Fox
tt0375154,Twentieth Century Fox
tt0385726,Walt Disney Pictures
tt0408985,Last Holiday Productions
tt0443536,The Weinstein Company
tt0325007,ConQuest Entertainment
tt0401855,Screen Gems
tt0433116,Seventh Picture Productions LLC
tt0051713,The Rank Organisation
tt0058642,Dovzhenko Film Studios
tt0060268,Compton Films
tt0437447,Beijing New Picture Film Co.
tt0086551,Les Films du Carrosse
tt0089913,Goldcrest Films International
tt0085127,Authority Films
tt0034399,Metro-Goldwyn-Mayer (MGM)
tt0412922,New Regency Productions
tt0296492,Joyoung Films
tt0027336,Films Albatros
tt0425622,Studio Filmowe Zebra
tt0407621,La Parti Productions
tt0065669,American International Pictures (AIP)
tt0049646,Hammer Films
tt0059314,Park Place Production
tt0061695,Daiei Studios
tt0079688,Orion Pictures
tt0372366,Koktebel Film Company
tt0048682,Bernard Woolner Productions
tt0462570,K&S Films
tt0420548,Guacamole Films
tt0142181,Excellent Film
tt0240200,Deepa Mehta Films
tt0426578,Broth Film
tt0020686,Metro-Goldwyn-Mayer (MGM)
tt0088336,Filmituotanto Spede Pasanen
tt0390245,Mainostelevisio (MTV3)
tt0412080,OLC / Rights Entertainment
tt0096461,In-Gear Film Production
tt0416496,EuropaCorp
tt0423409,BBC Films
tt0023814,Columbia Pictures
tt0068205,Les Films du Losange
tt0379730,Lorac Productions
tt0383717,Mongrel Media
tt0110943,Daiwa Building
tt0077276,Trinacra Films
tt0417433,Touchstone Pictures
tt0421729,Twentieth Century Fox
tt0396752,Universal Pictures
tt0063661,Gina Production
tt0365135,Runaway Films
tt0411267,Constantin Film
tt0056331,Roger Corman Productions
tt0043633,Paramount Pictures
tt0049388,Arwin Productions
tt0043030,Warner Bros.
tt0039437,Metro-Goldwyn-Mayer (MGM)
tt0060640,Walt Disney Productions
tt0056891,Kohlmar-Sidney Productions
tt0451021,Netflix
tt0061780,Famous Artists Productions
tt0414982,New Line Cinema
tt0057168,Barbican Films
tt0437777,Gramercy Pictures (I)
tt0120678,Filmline International
tt0425598,Bob Yari Productions
tt0036126,Metro-Goldwyn-Mayer (MGM)
tt0183613,Cine-Source
tt0421994,BBC Films
tt0064990,Les Films du Carrosse
tt0110922,Vertigo
tt0119901,Les Films Alain Sarde
tt0046808,Twentieth Century Fox
tt0325191,T. L. Boulton
tt0478988,The H.P. Lovecraft Historical Society (HPLHS)
tt0383216,Metro-Goldwyn-Mayer (MGM)
tt0092115,Empire Pictures
tt0429715,Vertigo Films
tt0381971,Imagine Entertainment
tt0408345,Warner Bros.
tt0032554,Paramount Pictures
tt0435776,Marco Polo Film AG
tt0420260,Breath
tt0455857,Screen Gems
tt0401815,Manitoba Film and Video Production Tax Credit
tt0449061,Destination Films
tt0473692,Clinica Estetico
tt0349467,Revolution Studios
tt0380817,Stratus Film Co.
tt0397313,Walt Disney Pictures
tt0466342,New Regency Productions
tt0404390,New Line Cinema
tt0455612,Lions Gate Films
tt0763304,The Weinstein Company
tt0370032,Screen Gems
tt0397078,New Regency Productions
tt0454919,Dimension Films
tt0450232,Alcon Entertainment
tt0402755,Albachiara
tt0125678,Alliance Independent Films
tt0104053,ADC Films
tt0434008,China Star Entertainment
tt0412798,Lakeshore Entertainment
tt0436857,Chain Camera Pictures
tt0427229,Paramount Pictures
tt0438097,Twentieth Century Fox Animation
tt0402850,Ascendant Pictures
tt0041931,Berit Films
tt0042367,Stanley Kramer Productions
tt0475723,Eisei Gekijo
tt0079854,Sara Films
tt0366450,Sandfairy
tt0441761,Agat Films & Cie
tt0044953,Metro-Goldwyn-Mayer (MGM)
tt0384814,Paramount Pictures
tt0434409,Warner Bros.
tt0454945,Dreamworks Pictures
tt0427944,Room 9 Entertainment
tt0419749,Yari Film Group Releasing
tt0454848,Universal Pictures
tt0468565,The UK Film & TV Production Company PLC
tt0429591,Fox 2000 Pictures
tt0064473,SKM
tt0110329,Planet Productions
tt0053750,Warner Bros.
tt0042355,Villani Film
tt0268437,Australian Film Finance Corporation (AFFC)
tt0458242,Sputnik
tt0113580,Kinoproduction
tt0033107,RKO Radio Pictures
tt0454841,Craven-Maddalena Films
tt0393735,Walt Disney Pictures
tt0063135,Mirisch Films
tt0108187,Filmauro
tt0436864,Court TV
tt0405094,Wiedemann & Berg Filmproduktion
tt0061537,Mafilm
tt0262411,Annoyance Productions
tt0093435,Cinema City
tt0117151,3H Films
tt0069019,Medusa Distribuzione
tt0081414,Universal Pictures
tt0057697,Nikkatsu
tt0077617,MarVista Entertainment
tt0066450,The Mirisch Corporation
tt0446046,New Line Cinema
tt0075932,Action Films
tt0436231,Complex Corporation
tt0085180,Eôs Films
tt0059616,Agnes Delahaie Productions
tt0061996,Argos Films
tt0429727,Sacher Film
tt0425210,The Weinstein Company
tt0443693,Werner Herzog Filmproduktion
tt0331080,Werner Herzog Filmproduktion
tt0427783,Hakalax Productions
tt0441909,Canal+ España
tt0437800,Out of the Blue... Entertainment
tt0367975,Estúdios Mega
tt0263124,Buriti Filmes
tt0462395,Full Sail Real World Education
tt0441796,Hollywood Pictures
tt0026073,RKO Radio Pictures
tt0430912,Metro-Goldwyn-Mayer (MGM)
tt0393109,Bergman Lustig Productions
tt0075790,Artfilm
tt0383353,Falcon Media Limited
tt0393685,Media 8 Entertainment
tt0402249,Calder Road Films
tt0493459,Independent Film Channel (IFC)
tt0422272,Castelao Producciones
tt0466856,Sweet Tea Pictures LLC
tt0439815,Gold Circle Films
tt0437863,Revolution Studios
tt0490196,Outlaw Productions (I)
tt0386741,IBM
tt0416331,X-Filme Creative Pool
tt0054777,Hammer Films
tt0379240,Orange Pictures
tt0436331,This Is That Productions
tt0244173,K-Star
tt0420291,Canary Films
tt0322700,Cyan Pictures
tt0471957,Helsinki-Filmi
tt0047976,H.K.F. Productions
tt0077889,Joseph E. Levine Productions
tt0424880,Film Finance
tt0456396,Les Films du Fleuve
tt0071733,Nouvelles Éditions de Films (NEF)
tt0453494,Hoot Productions LLC
tt0072402,Doty-Dayton Production
tt0362120,Dimension Films
tt0424136,Lions Gate Films
tt0377749,Silver Nitrate Pictures
tt0061473,Anouchka Films
tt0440803,GMM Pictures Co.
tt0420087,Picturehouse
tt0404163,Yari Film Group (YFG)
tt0076696,Devki Chitra
tt0093743,Filmation Associates
tt0077372,Metro-Goldwyn-Mayer (MGM)
tt0443632,Twentieth Century Fox
tt0059448,Universal Pictures
tt0445396,MK Pictures
tt0405469,C.O.R.E. Feature Animation
tt0463345,Cinefarm
tt0384537,TriStar Pictures
tt0387055,Coproduction Office
tt0465142,Universal Pictures
tt0030252,Societé d'Exploitation et de Distribution de Films (SEDIF)
tt0448564,Cascade Films
tt0023196,Metro-Goldwyn-Mayer (MGM)
tt0126765,Claussen & Wöbke Filmproduktion GmbH
tt0434124,Miramax
tt0034798,Paramount Pictures
tt0427954,Sahamongkolfilm Co.
tt0317919,Paramount Pictures
tt0445760,Arena Films
tt0341384,Korea Pictures
tt0449089,Columbia Pictures
tt0475276,Universal Pictures
tt0430634,Kaltenbach Pictures
tt0040766,Walter Wanger Productions
tt0464105,Noruz Films (I)
tt0423176,Office Kitano
tt0066390,Embassy Pictures
tt0024028,Warner Bros.
tt0316187,LolliLove Productions
tt0429573,Allan Zeman Productions
tt0398027,Element Films
tt0442286,Eisei Gekijo
tt0327084,DreamWorks Animation
tt0364955,United Artists
tt0409182,Warner Bros.
tt0382625,Columbia Pictures
tt0376994,Twentieth Century Fox
tt0452594,Universal Pictures
tt0438315,DEJ Productions
tt0417385,Serenade Films
tt0419256,Scion Films
tt0415949,Miramax
tt0317219,Pixar Animation Studios
tt0413466,Capital Entertainment
tt0343996,Crescent Drive Pictures
tt0360016,Insomnia Entertainment
tt0117715,Athanor
tt0037343,RKO Radio Pictures
tt0049006,Bert E. Friedlob Productions
tt0098333,Cannon Films
tt0071786,RM-Tuotanto
tt0456658,Debo Film Ltd.
tt0047647,Hecht-Lancaster Productions
tt0404802,HBO Films
tt0435696,Millennium Films
tt0091725,Rondo Productions
tt0425055,Serenade Films
tt0416471,IFC Films
tt0409034,Unclaimed Freight Productions
tt0410400,Baker Street
tt0466909,Twentieth Century Fox
tt0396688,ContentFilm
tt0457510,Paramount Pictures
tt0410297,Warner Bros.
tt0389860,Columbia Pictures
tt0036341,RKO Radio Pictures
tt0066842,Autumn Productions
tt0458352,Fox 2000 Pictures
tt0463034,Universal Pictures
tt0424345,The Weinstein Company
tt0452637,Warner Bros.
tt0465624,New Regency Productions
tt0037859,Universal Pictures
tt0060097,Cinematografica EmmeCi
tt0065976,Apple Corps
tt0205725,Pierre Grise Productions
tt0437179,World Wrestling Entertainment (WWE)
tt0422720,Columbia Pictures
tt0039545,Metro-Goldwyn-Mayer (MGM)
tt0067625,Lenfilm Studio
tt0489037,Plinyminor
tt0326429,Little Shark Entertainment GmbH
tt0497116,Lawrence Bender Productions
tt0030848,Metro-Goldwyn-Mayer (MGM)
tt0101545,Hughes Entertainment
tt0092758,Delilah Films
tt0063469,Dick Clark Productions
tt0398839,Astrablu Media
tt0038948,RKO Radio Pictures
tt0386651,Columbia Pictures
tt0446685,Restraint LLC
tt0459242,Corazón International
tt0428649,Reinventing the Wheel
tt0456899,VideoFilmes
tt0179182,Forever Mine (UK) Limited
tt0414344,HDNet Films
tt0422015,K.G. Productions
tt0372122,Funny Boy Films
tt0216584,Rampage Entertainment
tt0426627,Number 9 Films
tt0029217,First National Pictures
tt0079832,Canadian Film Development (CFDC)
tt0022696,Warner Bros.
tt0446059,Golden Harvest Company
tt0022453,Metro-Goldwyn-Mayer (MGM)
tt0101273,Alliance Entertainment
tt0463985,Universal Pictures
tt0455499,Twentieth Century Fox
tt0478209,Seville Pictures
tt0477877,Peter Rommel Productions
tt0105187,Universal Pictures
tt0041207,Metro-Goldwyn-Mayer (MGM)
tt0038256,Metro-Goldwyn-Mayer (MGM)
tt0456020,Rogue Pictures
tt0079859,Leone Film
tt0061647,Cineurop
tt0383518,M2M Films
tt0074836,Motion Picture Productions
tt0101798,British Screen Productions
tt0468094,Film4
tt0478197,Lionsgate
tt0443496,120dB Films
tt0422861,Ambush Entertainment
tt0449059,Fox Searchlight Pictures
tt0432260,Potboiler Productions
tt0489707,Media Process Group Inc.
tt0347105,Refresh Production
tt0085384,United Artists
tt0093873,Thunder (II)
tt0439008,Grana Productions
tt0066546,Antiteater-Produktion
tt0230334,
tt0055719,Twentieth Century Fox
tt0040338,London Film Productions
tt0039313,RKO Radio Pictures
tt0041555,Santana Pictures Corporation
tt0449467,Paramount Pictures
tt0026205,Metro-Goldwyn-Mayer (MGM)
tt0065874,Columbia Pictures
tt0430674,Thema Production
tt0049263,Twentieth Century Fox
tt0369994,Comedy Central Films
tt0079758,Paramount Pictures
tt0065950,Twentieth Century Fox
tt0032155,Cosmopolitan Productions
tt0492912,Cardiac Pictures
tt0459666,3H Films
tt0074597,Warner Bros.
tt0492506,Grinder Productions
tt0064040,Les Films Corona
tt0079759,Daimo Cinematografica
tt0430304,Revolution Studios
tt0025028,Warner Bros.
tt0023926,Metro-Goldwyn-Mayer (MGM)
tt0047376,J. Arthur Rank Organisation
tt0071361,Albert S. Ruddy Productions
tt0266075,Cine-2000 Film Production
tt0415778,Millennium Films
tt0399862,Every Tribe Entertainment
tt0056626,Argyle Productions
tt0062883,Arcola Pictures
tt0385880,Columbia Pictures
tt0408120,Negativ
tt0498199,MTL Maxfilm
tt0420555,Fidélité Productions
tt0376543,Colour Me K Productions Limited
tt0060722,Instituto Cubano del Arte e Industrias Cinematográficos (ICAIC)
tt0417148,New Line Cinema
tt0457513,BBC Films
tt0415306,Columbia Pictures
tt0477347,Twentieth Century Fox
tt0469641,Paramount Pictures
tt0420223,Columbia Pictures
tt0038213,Metro-Goldwyn-Mayer (MGM)
tt0052990,Fred Kohlmar Productions
tt0026424,Universal Pictures
tt0464184,South Pacific Pictures
tt0430357,Universal Pictures
tt0455958,Marlboro Road Gang Productions
tt0396857,Teton Films
tt0031260,First National Pictures
tt0113682,Polygram Filmed Entertainment
tt0377569,Filmalbatros
tt0388505,Elzévir Films
tt0043879,RKO Radio Pictures
tt0454921,Columbia Pictures
tt0269217,Aichi Arts Center
tt0455967,Twentieth Century Fox
tt0429589,Warner Bros.
tt0024239,Warner Bros.
tt0421229,Cineville
tt0456149,Mandragora
tt0074360,Elías Querejeta Producciones Cinematográficas S.L.
tt0068379,Court Pictures
tt0055038,Fennada-Filmi
tt0049653,Hal Wallis Productions
tt0479884,Lakeshore Entertainment
tt0430576,El Deseo
tt0774095,Oy Rabbit Films Ltd.
tt1701210,Quinta Communications
tt0029030,The Samuel Goldwyn Company
tt0426501,Ben Katz Productions
tt0460902,Attica Films Ltd.
tt0402910,Mobius International
tt0448075,Hart Sharp Entertainment
tt0414853,O Entertainment
tt0067778,Nouvelles Éditions de Films (NEF)
tt0039896,RKO Radio Pictures
tt0048291,Twentieth Century Fox
tt0052700,Darryl F. Zanuck Productions
tt0036695,The Archers
tt0071424,Twentieth Century Fox
tt0032209,Columbia Pictures
tt0091069,Crawford Productions
tt0462590,Touchstone Pictures
tt0383060,Revolution Studios
tt0479647,
tt0034299,RKO Radio Pictures
tt0452039,Studio 4°C
tt0433405,Avnet/Kerner Productions
tt0468489,Hunting Lane Films
tt0428856,Les Films des Tournelles
tt0111800,Peace Film Production Co.
tt0108606,China Entertainment Films Production
tt0103295,Film Workshop
tt0090952,Cinema City
tt0410764,Recorded Picture Company (RPC)
tt0039431,Metro-Goldwyn-Mayer (MGM)
tt0114126,Golden Harvest Company
tt0026393,First National Pictures
tt0418455,M&M Productions
tt0035703,Metro-Goldwyn-Mayer (MGM)
tt0472582,Kojo Pictures
tt0433412,Metro-Goldwyn-Mayer (MGM)
tt0384793,Universal Pictures
tt0418832,Conquering Lion Pictures
tt0074442,Tritone Cinematografica
tt0115587,Blackstone Pictures AB
tt0106779,Cinema Art
tt0273719,Angel Films
tt0039211,RKO Radio Pictures
tt0381690,Haut et Court
tt0049743,Batjac Productions
tt0027421,Twentieth Century Fox
tt0443543,Bull's Eye Entertainment
tt0040076,Warner Bros.
tt0040834,Liberty Films (II)
tt0029511,Warner Bros.
tt0436697,Pathé Pictures International
tt0390808,Gaumont International
tt0486551,Warner Bros.
tt0462346,Gran Via
tt0445990,Walt Disney Pictures
tt0417225,Atlas Entertainment
tt0030764,Warner Bros.
tt0423310,Eran Riklis Productions
tt0425600,IFC Productions
tt0075144,Courtyard Films
tt0056267,Paramount Pictures
tt0038363,Two Cities Films
tt0029747,Hal Roach Studios
tt0473753,EuropaCorp
tt0038577,Individual Pictures
tt0032339,Hal Roach Studios
tt0029923,Hal Roach Studios
tt0097702,Bambú Cinema e TV
tt0451176,Cinetic Media
tt0436689,Duplass Brothers Productions
tt0431213,Odyssey Entertainment
tt0446747,Houston King Productions
tt0450345,Warner Bros.
tt0473024,360 Pictures
tt0414951,Andrea Sperling Productions
tt0088015,FilmTeknik
tt0096184,Svensk Filmindustri (SF)
tt0177347,Sonet Film AB
tt0111807,Cinema Art
tt0460989,Sixteen Films
tt0040175,RKO Radio Pictures
tt0050782,Cinematografica Associati (CI.AS.)
tt0367082,Hungarian Motion Picture Ltd.
tt0051433,Twentieth Century Fox
tt0023470,Paramount Pictures
tt0048037,Alianza Cinematográfica Española
tt0073502,Joswend
tt0464196,Qwerty Films
tt0417189,Fidélité Productions
tt0427969,Focus Features
tt0475944,Screen Gems
tt0031507,Twentieth Century Fox
tt2449612,
tt0434139,Lakeshore Entertainment
tt0435479,Azor Films
tt0427968,Sidney Kimmel Entertainment
tt0423169,Big Beach Films
tt0277605,Toho Company
tt0387808,Twentieth Century Fox
tt0486358,A&E IndieFilms
tt0456470,Happinet(I).
tt0026249,Paramount Pictures
tt0419198,Melampo Cinematografica
tt0063456,Twentieth Century Fox
tt0414993,Warner Bros.
tt0109440,Téléma
tt0118644,Les Productions Lazennec
tt0032080,Paramount Pictures
tt0064107,Cinema Center Films
tt0069289,Cinema Center Films
tt0129414,Showtime Networks
tt0354899,Partizan Films
tt0032342,Warner Bros.
tt0439630,Media Asia Films
tt0120088,Flipped Out Productions
tt0032728,Argosy Pictures
tt0048432,Stanley Kramer Productions
tt0387877,Universal Pictures
tt0380066,United Artists
tt0430779,Arc Productions
tt0421206,Columbia Pictures Industries
tt0098327,Wega Film
tt0405629,La Parti Productions
tt0038260,Beverly Productions
tt0110361,Madragoa Filmes
tt0086377,Streamers International
tt0382357,Emotion Pictures
tt0415932,Diaphana Films
tt0410730,Amour Fou Vienna
tt0060712,Eve Productions
tt0799954,Easy There Tiger Productions
tt0063787,Coldstream Films
tt0024473,London Film Productions
tt0472043,Icon Productions
tt0107152,Jones Entertainment
tt0454824,Electric Entertainment
tt0493430,Paramount Pictures
tt0405676,Columbia Pictures
tt0435623,Gordonstreet Pictures
tt0090576,Fons Rademakers Produktie
tt0443453,Everyman Pictures
tt0815181,Brave New Films
tt0457430,Estudios Picasso
tt0049092,RKO Radio Pictures
tt0406816,Touchstone Pictures
tt0400717,Columbia Pictures
tt0462519,Dimension Films
tt0030746,Mayflower Pictures Corporation
tt0384116,Besiktas Kültür Merkezi (BKM)
tt0420294,New Line Cinema
tt0424993,Lionsgate
tt0457495,Samuelson Productions
tt0044040,Santana Pictures Corporation
tt0427339,Paradox Spillefilm
tt0026262,Fox Film Corporation
tt0337573,MedienKontor Movie GmbH
tt0032412,Paramount Pictures
tt0439289,Plan B Entertainment
tt0037644,King Brothers Productions
tt0039224,Mark Hellinger Productions
tt0436262,Strand Releasing
tt0433386,Columbia Pictures
tt0483726,Universal Pictures
tt0419946,Twentieth Century Fox
tt0420609,Warner Independent Pictures (WIP)
tt0430431,Gener8Xion Entertainment
tt0489247,Passion Pictures
tt0032612,Frank Lloyd Productions
tt0105618,Les Films de l'Astrophore
tt0024966,Lenfilm Studio
tt0430051,Medienfonds GFP
tt0448909,Jackpot Films Oy
tt0426459,Dimension Films
tt0499537,Jafar Panahi Film Productions
tt0404203,New Line Cinema
tt0814075,Disarming Films
tt0030418,Metro-Goldwyn-Mayer (MGM)
tt0077531,Chateau Productions
tt0805526,Carmel Entertainment
tt0024916,Columbia Pictures
tt0455590,Fox Searchlight Pictures
tt0478049,Lionsgate
tt0367027,THINKFilm
tt0206634,Universal Pictures
tt0482571,Touchstone Pictures
tt0418689,Dreamworks Pictures
tt0434215,Fox 2000 Pictures
tt0492492,HareBrained Pictures
tt0117143,ARTE
tt0417397,Art Pictures Group
tt0416871,Blind Spot Pictures Oy
tt0473488,Belladonna Productions
tt0431641,Nippon Herald Films
tt0475169,Les Films de la Strada
tt0489270,Twisted Pictures
tt0437232,Focus Features
tt0853096,Borough Films
tt0296845,Columbia TriStar Home Video
tt0044170,Deutsche Film (DEFA)
tt0259134,Canal+
tt0044314,Twentieth Century Fox
tt0457297,New Line Cinema
tt0027438,Warner Bros.
tt0258885,Artcam International
tt0407236,Athanor
tt0424095,Aardman Animations
tt0396171,DreamWorks
tt0060121,Stanley Donen Films
tt0452681,Walt Disney Pictures
tt0385057,Gold Circle Films
tt0047969,Twentieth Century Fox
tt0288491,Propaganda Film
tt0411098,MK Film Productions S.r.l.
tt0067275,A&M Films
tt0030149,Warner Bros.
tt0032221,Columbia Pictures
tt0057277,R.D.Banshal & Co.
tt0053454,HarBel Productions
tt0104905,Home Box Office (HBO)
tt0439478,NOW Productions
tt0488539,THINKFilm
tt0401445,Fox 2000 Pictures
tt0811136,Cabin Creek Films
tt0417243,Kaijyu Theater
tt0040367,Paramount Pictures
tt0433442,Rogue Pictures
tt0470765,Shangri-La Entertainment
tt0457496,Marshall Curry Productions LLC
tt0388364,British Broadcasting Corporation (BBC)
tt0486585,Bad Apple Films
tt0420901,CrossDay Productions Ltd.
tt0381061,Columbia Pictures
tt0366548,Warner Bros.
tt0454987,Carsey-Werner Company
tt0453467,Touchstone Pictures
tt0308055,The Weinstein Company
tt0790604,New Regency Productions
tt0499603,Reveal Entertainment
tt0457939,Columbia Pictures
tt0033740,Twentieth Century Fox
tt0347449,100 Bares
tt0448124,Revolution Films
tt0433387,Andrea Sperling Productions
tt0490166,UK Film Council
tt0460792,Fox Searchlight Pictures
tt0029957,Paris Film
tt0021148,Metro-Goldwyn-Mayer (MGM)
tt0023731,First National Pictures
tt0365830,Red Hour Films
tt0053810,HLP
tt0031500,Metro-Goldwyn-Mayer (MGM)
tt0464913,Gaumont
tt0393635,The Institution
tt0040795,Twentieth Century Fox
tt0074776,Twentieth Century Fox
tt0378378,ZU33
tt0762121,New Line Cinema
tt0480271,Metro-Goldwyn-Mayer (MGM)
tt0454970,Fox Atomic
tt0450259,Warner Bros.
tt0027545,Universal Pictures
tt0072886,George Pal Productions
tt0059710,Hammer Films
tt0491244,China Star Entertainment
tt0488658,Warner Bros.
tt0479965,Forensic Films
tt0413895,Paramount Pictures
tt0449010,Fox 2000 Pictures
tt0479143,Metro-Goldwyn-Mayer (MGM)
tt0472113,Farabi Cinema Foundation
tt0422295,Pressman Film
tt0046889,Associated British Picture Corporation (ABPC)
tt0399934,Hooligan Pictures
tt0443431,Luna Pictures
tt0365847,JCE Movies
tt0379918,Anthony Buckley Films
tt0022550,Universal Pictures
tt0023385,Metro-Goldwyn-Mayer (MGM)
tt0085398,Paramount Pictures
tt0091786,Lorimar Productions
tt0070337,Columbia Pictures
tt0049471,Sumar Productions
tt0055464,Prometheus Enterprises Inc.
tt0446755,WIP
tt0758794,Warner Bros.
tt0381348,CoMix Wave
tt0084509,Nepenthe Productions
tt0443489,Dreamworks Pictures
tt0487503,Diaphana Films
tt0478324,Allegro Film
tt0065622,Produzioni Europee Associate (PEA)
tt0463998,Paramount Pictures
tt0422491,Ognon Pictures
tt0064536,Antiteater-X-Film
tt0075177,Cinegate
tt0090798,British Film Institute (BFI)
tt0364120,Maïa Films
tt0464049,Fox Searchlight Pictures
tt0465551,Fox Searchlight Pictures
tt0068370,Brandywine Motionarts Films
tt0139151,Long Road Productions
tt0033582,Columbia Pictures
tt0120448,3B Productions
tt0398913,Dimension Films
tt0473444,Beijing New Picture Film Co.
tt0808185,Sandrew Metronome Norge
tt0452624,Sunset Gower Studios
tt0428038,120dB Films
tt0498380,Dreamworks Pictures
tt0036275,Metro-Goldwyn-Mayer (MGM)
tt0454082,Dimension Films
tt0308353,Lionsgate
tt0763840,Metro-Goldwyn-Mayer (MGM)
tt0462229,New Line Cinema
tt0775539,Rainforest Films
tt0482546,Phoenix Pictures
tt0344854,EuropaCorp
tt0220806,Koo & Cee Film
tt0323120,Big Easy Pictures
tt0359254,Lumina Films S.L.
tt0062873,Parc Film
tt0069687,Westdeutscher Rundfunk (WDR)
tt0043455,Twentieth Century Fox
tt0468526,Film Science
tt0465676,Huayi Brothers Media
tt0489327,Miramax
tt0397551,Dream Team Films
tt0382271,Dulce Compania
tt0022626,Columbia Pictures
tt0045081,Rizzoli Film
tt0043918,Produzione Film Giuseppe Amato
tt0461970,Dedicate Ltd.
tt0422133,Why Not Productions
tt0464828,EuropaCorp
tt0772193,Hollywood Pictures
tt0426883,Sidney Kimmel Entertainment
tt0455960,Focus Features
tt0783238,Bruin Grip Services
tt0054377,Cinédis
tt0395585,Bauer Martinez Studios
tt0038984,B.D. Production
tt0457655,Zentropa Entertainments
tt0497986,Happinet(I).
tt0415234,Blanc de Chine Films
tt0373445,Möbius Entertainment
tt0090881,Empire Pictures
tt0468795,Bitters End
tt0031516,Warner Bros.
tt0060959,Filmové studio Barrandov
tt0398808,Walden Media
tt0453453,CKRush Entertainment
tt0369359,Three Way Productions
tt0076263,
tt0021331,Vicomte de Noailles
tt0758743,MTV Europe
tt0376181,Studio Eight Productions
tt0076162,PSC
tt0822389,Thunderbox Films
tt0473308,Night and Day Pictures
tt0418004,Kingsgate Films
tt0039651,Shochiku
tt0417072,CJ Entertainment
tt0395495,Columbia Pictures
tt0475394,Universal Pictures
tt0397044,Metro-Goldwyn-Mayer (MGM)
