title,genre,belongs_to_franchise,production_company,runtime,popularity,release_season,release_month,averageRating
Kabei: Our Mother,Other,0,Other,133.0,1.208795,Winter,Jan,7.6
The Last Trapper,Adventure,0,Other,94.0,1.614918,Fall,Dec,7.1
Locked Out,Comedy,0,Other,78.0,2.653756,Spring,Apr,6.2
A Fantastic Fear of Everything,Comedy,0,Other,100.0,5.507377,Spring,Jun,5.8
Fire Over England,Other,0,Other,92.0,1.722841,Winter,Feb,6.5
Fog Over Frisco,Crime,0,Other,68.0,0.21091,Spring,Jun,6.7
Ten Seconds to Hell,Romance,0,Other,93.0,0.834275,Summer,Jul,6.5
Storage 24,Horror,0,Other,87.0,3.673183,Spring,Jun,4.5
Deadfall,Crime,0,Other,95.0,8.435294,Fall,Nov,6.3
Skirt Day,Drama,0,Other,88.0,6.675401,Fall,Nov,6.9
So Big!,Drama,0,WarnerMedia,81.0,0.108141,Spring,Apr,6.9
The Singing Marine,Romance,0,WarnerMedia,105.0,0.060994,Summer,Jul,5.8
The Great Diamond Robbery,Comedy,0,Other,70.0,0.002628,Winter,Jan,5.9
Two Sisters From Boston,Comedy,0,Other,112.0,0.004122,Spring,Jun,6.7
The Quare Fellow,Drama,0,Other,85.0,0.410124,Fall,Oct,6.8
Chronicle of My Mother,Drama,0,Other,119.0,1.063269,Summer,Aug,7.2
The Confession,Drama,0,Other,114.0,1.175226,Winter,Mar,6.0
Lovely to Look At,Comedy,0,Other,103.0,0.002001,Summer,Jul,6.3
Excuse My Dust,Comedy,0,Other,82.0,0.06915,Spring,Jun,6.1
Watch the Birdie,Comedy,0,Other,71.0,0.21569,Fall,Dec,6.2
Putin’s Kiss,Other,0,Other,85.0,0.063559,Fall,Nov,6.4
Journey to Saturn,Action,0,Other,90.0,2.142391,Summer,Sep,5.7
Byzantium,Drama,0,Other,118.0,6.79497,Summer,Sep,6.5
Buzzkill,Comedy,0,Other,90.0,0.73094,Winter,Jan,4.5
The Perfect Family,Comedy,0,Other,84.0,6.078336,Spring,Apr,5.7
Step Up Revolution,Other,1,Other,99.0,7.859968,Summer,Jul,6.4
The Yellow Cab Man,Comedy,0,Other,85.0,0.072656,Spring,Apr,6.5
Four More Years,Comedy,0,Other,87.0,0.874978,Fall,Nov,6.3
Hellraiser: Revelations,Horror,1,Other,75.0,8.548411,Fall,Oct,2.7
The Lost Missile,Other,0,Other,70.0,0.152389,Fall,Dec,5.3
Nightmare Man,Comedy,0,Other,89.0,1.364969,Spring,Jun,4.0
Cry Wolf,Other,0,Other,83.0,0.3627,Summer,Jul,6.6
Imaginaerum,Fantasy,0,Other,80.0,2.937484,Fall,Nov,6.3
Hold Up,Action,0,Other,90.0,1.062198,Fall,Oct,6.4
Raw Deal: A Question Of Consent,Documentary,0,Other,90.0,0.018283,Winter,Jan,7.3
Bed of Roses,Comedy,0,Other,67.0,0.030188,Spring,Jun,6.4
Division III: Football's Finest,Comedy,0,Other,98.0,1.162596,Fall,Oct,5.6
Rebecca of Sunnybrook Farm,Drama,0,Walt Disney Studios,80.0,0.493065,Winter,Mar,7.1
DMT: The Spirit Molecule,Documentary,0,Other,75.0,1.641261,Fall,Oct,7.2
Mac & Devin Go to High School,Comedy,0,Other,75.0,4.137083,Summer,Jul,4.4
A Burning Hot Summer,Drama,0,Other,95.0,3.440695,Summer,Sep,5.1
A Kiss for Corliss,Comedy,0,Other,88.0,0.398518,Fall,Nov,6.0
Adventure in Baltimore,Comedy,0,Other,89.0,1.043631,Spring,Apr,6.1
Baby Take a Bow,Drama,0,Walt Disney Studios,76.0,1.700876,Spring,Jun,6.7
New Fist of Fury,Action,0,Other,114.0,2.29062,Summer,Jul,5.6
The Killer Meteors,Action,0,Other,104.0,0.703363,Summer,Aug,5.0
Shaolin Wooden Men,Action,0,Other,97.0,7.205569,Fall,Oct,6.5
The 36 Crazy Fists,Action,0,Other,90.0,0.459802,Winter,Jan,5.2
The Sleeping Car Murder,Crime,0,Other,95.0,0.881091,Fall,Nov,7.3
Let's Not Get Angry,Crime,0,Other,100.0,1.239307,Spring,Apr,6.7
Hothead,Comedy,0,Other,89.0,1.151782,Winter,Feb,7.3
Poolboy - Drowning Out the Fury,Comedy,0,Other,90.0,0.865039,Summer,Jul,4.8
The Poll Diaries,Drama,0,Other,129.0,1.1303,Fall,Dec,6.9
Aftermath,Other,0,Other,107.0,1.380446,Fall,Nov,7.3
To Kill with Intrigue,Action,0,Other,106.0,1.174062,Summer,Jul,5.4
Magnificent Bodyguards,Action,0,Other,101.0,1.257122,Spring,Apr,5.7
Fearless Hyena,Comedy,1,Other,92.0,3.346997,Winter,Feb,6.7
Dragon Fist,Drama,0,Other,76.0,2.021844,Spring,Apr,6.2
Half a Loaf of Kung Fu,Comedy,0,Other,97.0,1.660612,Spring,Jun,5.8
Erreur de la banque en votre faveur,Comedy,0,Other,98.0,1.122752,Spring,Apr,6.2
Kirikou and the Wild Beasts,Adventure,1,Other,75.0,4.040988,Fall,Dec,6.7
The Statue of Liberty,Other,0,Other,60.0,0.036448,Fall,Oct,7.3
Slingshot,Crime,0,Other,90.0,1.386615,Winter,Mar,4.7
Brooklyn Bridge,Documentary,0,Other,58.0,0.3509,Spring,May,7.5
Bad Ass,Action,1,Other,90.0,5.929797,Spring,Apr,5.5
Nativity!,Comedy,1,Other,105.0,3.717752,Fall,Nov,6.4
Fantasy Mission Force,Action,0,Other,90.0,1.603767,Winter,Feb,4.7
Fearless Hyena Part II,Action,1,Other,92.0,2.017198,Winter,Mar,5.2
Recoil,Action,0,Other,94.0,1.614314,Winter,Jan,5.2
"Peace, Love & Misunderstanding",Comedy,0,Other,96.0,8.359985,Summer,Sep,5.9
The Congress,Drama,0,Other,122.0,8.534039,Spring,May,6.5
Made in Mexico,Other,0,Other,98.0,0.447095,Summer,Sep,7.0
Hitchcock,Drama,0,Walt Disney Studios,98.0,10.841495,Fall,Nov,6.8
Caesar Must Die,Drama,0,Other,76.0,9.737921,Winter,Feb,7.3
Interceptor,Action,0,Other,92.0,0.50153,Fall,Oct,4.8
Now Where Did the Seventh Company Get to?,Other,1,Other,95.0,4.059615,Winter,Jan,6.9
Other Worlds,Documentary,0,Other,74.0,0.76923,Spring,Jun,7.6
Peppermint Soda,Comedy,0,Other,97.0,0.859103,Fall,Dec,6.9
American Roulette,Action,0,Other,102.0,0.318935,Winter,Jan,4.3
From Up on Poppy Hill,Other,0,Other,91.0,8.791024,Summer,Jul,7.4
Redline,Fantasy,0,Other,102.0,4.189873,Summer,Aug,7.5
Honeymoon,Comedy,0,Other,74.0,0.117648,Spring,May,6.0
Just Around the Corner,Comedy,0,Walt Disney Studios,70.0,0.400777,Fall,Nov,6.7
Kathleen,Comedy,0,Other,88.0,0.20783,Fall,Dec,6.3
Lulu in Berlin,Documentary,0,Other,50.0,3.1e-05,Spring,May,7.2
Welcome to the Space Show,Other,0,Other,136.0,1.653651,Winter,Feb,6.8
Winners & Sinners,Action,1,Other,108.0,2.272623,Winter,Jan,6.7
Barry Munday,Comedy,0,Other,95.0,2.476706,Winter,Mar,5.9
Purge,Drama,0,Other,125.0,6.082938,Summer,Sep,7.1
The Day He Arrives,Drama,0,Other,79.0,1.042432,Summer,Sep,7.0
My Lucky Stars,Action,1,Other,96.0,5.649524,Winter,Feb,6.5
"Twinkle, Twinkle, Lucky Stars",Action,1,Other,105.0,3.575166,Summer,Aug,6.4
"Oui, mais...",Comedy,0,Other,104.0,0.747546,Spring,Apr,6.6
Space Adventure Cobra,Other,0,Other,95.0,1.267278,Summer,Jul,7.4
L'aventure c'est l'aventure,Adventure,0,Other,120.0,2.077329,Spring,May,7.0
1911,Adventure,0,Other,125.0,3.835131,Summer,Jul,5.8
Looking for Jackie,Action,0,Other,85.0,4.625697,Summer,Jul,4.0
The Shaolin Temple,Action,1,Other,95.0,2.038062,Winter,Jan,6.9
Shaolin Temple 2: Kids from Shaolin,Action,1,Other,103.0,0.703225,Winter,Jan,6.3
Carol Channing: Larger Than Life,Documentary,0,Other,87.0,0.023955,Winter,Jan,7.6
Memory,Thriller,0,Other,98.0,1.531457,Fall,Nov,5.3
Martial Arts of Shaolin,Action,1,Other,90.0,3.058256,Winter,Mar,6.5
Stand Up and Fight,Drama,0,Other,97.0,0.85217,Winter,Jan,6.4
Barbara,Drama,0,Other,105.0,4.912681,Winter,Mar,7.1
A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,Other,0,Other,85.0,2.600112,Summer,Sep,5.9
Little Miss Broadway,Drama,0,Walt Disney Studios,72.0,0.58126,Summer,Jul,6.6
Miss Annie Rooney,Drama,0,Other,82.0,0.116585,Spring,May,6.4
Mr. Belvedere Goes to College,Comedy,0,Walt Disney Studios,83.0,0.280137,Spring,Apr,6.9
Mon Paradis - Der Winterpalast,Documentary,0,Other,48.0,0.002582,Winter,Jan,6.0
Born to Defend,Action,0,Other,120.0,1.122498,Winter,Feb,5.8
Dragon Fight,Action,0,Other,96.0,1.226795,Summer,Sep,6.0
The Master,Action,0,Other,92.0,13.313825,Spring,May,5.8
Kung Fu Cult Master,Fantasy,0,Other,99.0,13.263327,Fall,Dec,6.4
The Fitzgerald Family Christmas,Drama,0,Other,103.0,1.226389,Summer,Sep,6.2
Hyde Park on Hudson,Comedy,0,Other,94.0,3.724207,Fall,Dec,5.9
Lay the Favorite,Drama,0,Other,94.0,5.153138,Spring,Jun,4.8
Audition/Talent Competition,Other,0,Other,79.0,0.743089,Winter,Feb,6.6
All's Faire in Love,Comedy,0,Other,104.0,0.531051,Spring,May,5.0
Crooked Arrows,Drama,0,Other,95.0,5.138409,Spring,May,6.0
The Enforcer,Action,0,Other,104.0,2.568483,Winter,Mar,6.6
Dr. Wai in the Scriptures with No Words,Action,0,Other,86.0,1.734829,Winter,Feb,5.8
Once Upon a Time in China and America,Action,1,Other,102.0,2.383612,Winter,Feb,6.4
Contract Killer,Action,0,Other,103.0,9.571939,Spring,Apr,6.2
Never Say... Never!,Comedy,0,Other,101.0,0.648189,Summer,Sep,5.6
Calmos,Comedy,0,Other,81.0,0.976726,Winter,Feb,6.6
How to Make Love to a Woman,Comedy,0,Other,91.0,2.291534,Summer,Jul,4.1
"After Fall, Winter",Drama,0,Other,130.0,0.309293,Winter,Jan,6.5
Violeta Went to Heaven,Drama,0,Other,110.0,0.149482,Summer,Aug,7.2
Rebellion,Drama,0,Other,136.0,1.59284,Fall,Nov,6.9
Versailles,Drama,0,Other,113.0,0.705023,Spring,May,6.9
Two in the Wave,Documentary,0,Other,91.0,0.232855,Spring,May,6.8
"All Blossoms Again: Pedro Costa, Director",Documentary,0,Other,78.0,0.003534,Summer,Jul,6.7
The Last Rites of Joe May,Drama,0,Other,106.0,0.527218,Fall,Oct,6.9
100 Ways to Murder Your Wife,Romance,0,Other,92.0,0.093311,Summer,Sep,5.8
The Prodigal,Drama,0,Other,112.0,0.661561,Spring,May,5.3
The Eleventh Hour,Action,0,Other,93.0,0.733475,Winter,Jan,4.5
Federico Fellini's Autobiography,Documentary,0,Other,68.0,0.691717,Summer,Sep,6.7
Neighboring Sounds,Thriller,0,Other,131.0,2.011049,Winter,Feb,7.2
Chasing Ice,Documentary,0,Other,74.0,8.883705,Fall,Oct,7.8
Antiviral,Other,0,Other,110.0,10.540581,Summer,Sep,5.7
Adventures of Arsene Lupin,Romance,0,Other,131.0,5.665798,Summer,Sep,5.5
The Three Brothers,Comedy,1,Other,105.0,3.965037,Fall,Dec,7.2
Ghost Machine,Action,0,Other,100.0,11.002218,Winter,Feb,4.8
Freeloaders,Comedy,0,Other,77.0,4.513823,Fall,Dec,4.4
Filming Othello,Documentary,0,Other,84.0,0.383277,Summer,Jul,7.5
The Woodsman and the Rain,Comedy,0,Other,129.0,1.537497,Fall,Oct,7.1
Fire with Fire,Action,0,Other,97.0,10.999209,Summer,Aug,5.6
Warm Bodies,Horror,0,Other,97.0,10.430238,Winter,Jan,6.8
The Gay Bed and Breakfast of Terror,Horror,0,Other,110.0,0.250743,Summer,Jul,3.6
Dororo,Action,0,Other,139.0,1.487834,Winter,Mar,6.4
Let Fury Have the Hour,Other,0,Other,100.0,0.009412,Fall,Dec,5.8
Asylum Blackout,Horror,0,Other,85.0,2.401824,Summer,Sep,5.6
Fresh Bait,Drama,0,Other,117.0,1.343707,Winter,Mar,6.8
Frenchmen,Comedy,1,Other,100.0,2.360498,Spring,Apr,6.5
Wrong,Comedy,0,Other,94.0,11.349635,Summer,Sep,6.3
Young & Wild,Comedy,0,Other,92.0,5.635687,Winter,Mar,6.1
Trishna,Drama,0,Other,117.0,2.477815,Summer,Sep,6.0
Aftershock,Drama,0,Other,135.0,2.467618,Summer,Jul,7.5
Chained,Horror,0,Other,94.0,4.607816,Fall,Oct,6.4
The Ring Finger,Drama,0,Other,100.0,2.469114,Spring,Jun,6.1
"Count Yorga, Vampire",Horror,1,Other,93.0,0.592223,Spring,Jun,5.8
The Comedy,Comedy,0,Other,95.0,0.839771,Fall,Nov,6.4
7 Khoon Maaf,Drama,0,Other,137.0,1.367451,Winter,Feb,6.1
The Red Shoes,Horror,0,Other,108.0,1.589082,Winter,Jan,5.8
Bluebeard,Other,0,Other,125.0,1.36682,Summer,Sep,5.7
Playing for Keeps,Comedy,0,Other,106.0,13.270616,Fall,Nov,5.7
Poor Little Rich Girl,Adventure,0,Walt Disney Studios,79.0,0.723765,Summer,Jul,7.1
Skate Or Die,Action,0,Other,92.0,1.084334,Spring,Jun,4.0
Negative Happy Chain Saw Edge,Fantasy,0,Other,109.0,0.492981,Winter,Jan,5.6
The Guilt Trip,Comedy,0,ViacomCBS,95.0,7.479014,Fall,Dec,5.7
The Girl on a Motorcycle,Drama,0,Other,91.0,0.896153,Spring,Jun,5.3
Save the Date,Comedy,0,Other,98.0,3.687905,Fall,Dec,5.8
Jack Reacher,Crime,1,ViacomCBS,130.0,12.789812,Fall,Dec,7.0
This Is 40,Comedy,1,Other,134.0,11.418802,Fall,Dec,6.2
The Monster,Horror,0,Other,132.0,0.000151,Winter,Jan,4.4
I Bought a Vampire Motorcycle,Comedy,0,Other,101.0,1.080954,Summer,Jul,5.6
Willard,Horror,1,Other,95.0,0.793676,Summer,Jul,6.2
The Public Woman,Drama,0,Walt Disney Studios,113.0,3.449936,Spring,Jun,6.5
Ohyaku: The Female Demon,Action,1,Other,90.0,0.142424,Spring,May,7.0
Ice Cream Man,Comedy,0,Other,84.0,0.849457,Spring,May,4.8
Cirque du Soleil: Worlds Away,Fantasy,1,ViacomCBS,91.0,4.725759,Fall,Nov,6.8
The Impossible,Thriller,0,Other,113.0,10.027434,Summer,Sep,7.6
Gestapo's Last Orgy,Horror,0,Other,81.0,1.491001,Winter,Jan,4.3
Mamitas,Drama,0,Other,109.0,0.155409,Spring,Apr,7.0
The Bobo,Comedy,0,Other,105.0,0.607573,Summer,Sep,5.6
Struck by Lightning,Comedy,0,Other,90.0,8.546197,Spring,Apr,6.3
Minecraft: The Story of Mojang,Documentary,0,Other,104.0,0.813402,Fall,Dec,7.2
Campfire Tales,Horror,0,Other,88.0,6.985328,Spring,May,5.9
Seven Ways from Sundown,Other,0,NBCUniversal,96.0,0.586262,Summer,Sep,6.9
Not Fade Away,Drama,0,Other,112.0,2.688548,Fall,Dec,6.0
Quartet,Drama,0,Other,98.0,6.93228,Summer,Sep,6.8
Silent Night,Comedy,0,Other,99.0,7.601525,Fall,Nov,5.2
"Coluche, l'histoire d'un mec",Comedy,0,Other,103.0,1.079873,Fall,Oct,5.6
Les parasites,Drama,0,Other,90.0,0.367584,Winter,Jan,5.8
The Reluctant Dragon,Fantasy,0,Walt Disney Studios,74.0,8.095106,Spring,Jun,6.9
A Marine Story,Drama,0,Other,98.0,1.31098,Fall,Nov,6.0
Malibu High,Thriller,0,Other,92.0,0.969741,Spring,May,5.0
The Softening of the Egg,Comedy,0,Other,107.0,0.661863,Winter,Mar,6.2
Who Wants To Kill Jessie?,Comedy,0,Other,81.0,1.274399,Summer,Aug,7.3
Jerusalem Countdown,Action,0,Other,83.0,0.878891,Summer,Aug,3.8
Stand Up and Cheer!,Comedy,0,Walt Disney Studios,69.0,0.29391,Spring,May,5.6
Stowaway,Other,0,Walt Disney Studios,87.0,0.922047,Fall,Dec,7.1
Susannah of the Mounties,Other,0,Walt Disney Studios,78.0,0.978316,Spring,Jun,6.6
11 Flowers,Drama,0,Other,110.0,0.312795,Summer,Sep,7.0
The Willow Tree,Drama,0,Other,96.0,0.250574,Winter,Jan,7.4
Would You Rather,Thriller,0,Other,93.0,8.332313,Fall,Oct,5.7
Kumaré,Documentary,0,Other,86.0,0.971157,Spring,Jun,7.5
Lady Oscar,Other,0,Other,124.0,0.167831,Winter,Mar,6.0
That Hagen Girl,Drama,0,WarnerMedia,83.0,0.152037,Fall,Nov,6.3
Maximum Conviction,Action,0,Other,97.0,3.375841,Fall,Oct,4.8
The Eye of the Storm,Drama,0,Other,114.0,0.931926,Summer,Sep,6.1
976-Evil II,Horror,1,Other,93.0,2.85339,Spring,Apr,4.3
Xtro 2: The Second Encounter,Other,1,Other,92.0,1.24306,Spring,May,3.4
Addicted,Drama,0,Other,105.0,11.005911,Fall,Oct,5.1
Foreign Intrigue,Drama,0,Other,95.0,0.384574,Summer,Jul,6.0
Harem suare,Drama,0,Other,125.0,1.582675,Fall,Nov,6.2
"Glenn, the Flying Robot",Other,0,Other,84.0,0.740885,Fall,Dec,3.8
Slipstream,Other,0,Other,102.0,1.697976,Spring,Jun,4.8
The Woodmans,Documentary,0,Other,82.0,0.070181,Winter,Jan,7.0
StreetDance 3D,Drama,1,Other,98.0,4.290276,Spring,May,5.9
The New Barbarians,Other,0,Other,91.0,1.740832,Spring,Jun,4.6
How To Stop Being A Loser,Comedy,0,Other,109.0,0.855113,Fall,Nov,4.8
Transfer,Drama,0,Other,93.0,0.594166,Summer,Sep,6.8
A Time of Roses,Other,0,Other,108.0,0.274639,Winter,Feb,6.1
Lipton Cockton in the Shadows of Sodoma,Drama,0,Other,83.0,0.073825,Spring,Apr,5.8
A Midsummer of Love,Comedy,0,Other,93.0,0.654897,Summer,Jul,5.3
Alois Nebel,Other,0,Other,84.0,1.298504,Summer,Sep,6.7
Juan of the Dead,Horror,0,Other,100.0,4.121133,Fall,Oct,6.4
Parental Guidance,Comedy,0,Walt Disney Studios,104.0,11.746053,Fall,Dec,6.0
Sexy Baby,Documentary,0,Other,83.0,0.270623,Spring,Apr,6.1
Snow on tha Bluff,Drama,0,Other,79.0,0.823384,Winter,Jan,6.7
John Dies at the End,Horror,0,Other,99.0,9.143819,Winter,Jan,6.4
Vidal Sassoon: The Movie,Documentary,0,Other,90.0,0.205883,Spring,Apr,6.5
Blonde Ice,Horror,0,Other,73.0,0.401967,Summer,Jul,6.0
Trek Nation,Documentary,0,Other,88.0,2.242117,Fall,Nov,7.3
The Central Park Five,Documentary,0,Other,119.0,2.24163,Spring,May,7.7
The Collection,Horror,1,Other,94.0,8.031713,Summer,Sep,6.1
The Cherry Orchard: Blossoming,Drama,0,Other,102.0,0.159569,Fall,Nov,6.3
FDR: American Badass!,Comedy,0,Other,93.0,2.261326,Summer,Sep,5.5
All Superheroes Must Die,Other,0,Other,78.0,5.928982,Fall,Oct,4.0
Booker's Place: A Mississippi Story,Documentary,0,Other,90.0,0.327944,Spring,Apr,7.7
Las Acacias,Drama,0,Other,85.0,0.471995,Fall,Oct,6.8
Never Too Young to Die,Adventure,0,Other,92.0,0.863445,Spring,Jun,4.9
Remember the Daze,Comedy,0,Other,101.0,1.448735,Spring,Jun,5.8
Waiting for Lightning,Documentary,0,Other,96.0,0.739621,Fall,Dec,7.4
Yesterday's Enemy,Drama,0,Sony Pictures,95.0,0.791655,Summer,Sep,7.1
Young People,Drama,0,Walt Disney Studios,79.0,0.165246,Summer,Aug,6.5
L'incruste,Comedy,0,Other,86.0,0.111031,Winter,Mar,5.1
The Villain,Comedy,0,Other,86.0,1.868374,Fall,Nov,6.3
Soldiers of Fortune,Action,0,Other,94.0,3.777176,Spring,Jun,4.3
Rurouni Kenshin,Action,1,Other,134.0,7.916658,Summer,Aug,7.5
Extracted,Other,0,Other,85.0,10.855439,Winter,Mar,6.5
Mansome,Documentary,0,Other,84.0,2.345532,Spring,May,5.4
Les Miserables,Drama,0,Walt Disney Studios,105.0,0.278476,Summer,Aug,6.8
The Big Street,Romance,0,Other,88.0,0.796132,Summer,Aug,6.5
Kenji Mizoguchi: The Life of a Film Director,Documentary,0,Other,150.0,0.041681,Spring,May,7.3
Cornelis,Drama,0,Other,101.0,0.439923,Fall,Nov,6.3
Promised Land,Drama,0,NBCUniversal,106.0,7.06378,Summer,Sep,6.6
Neo Ned,Drama,0,Other,97.0,0.485409,Winter,Jan,7.0
Offender,Thriller,0,Other,102.0,1.462095,Summer,Aug,6.2
Confessions of a Window Cleaner,Comedy,1,Sony Pictures,90.0,0.65365,Winter,Jan,4.5
The Man Who Haunted Himself,Thriller,0,Other,94.0,8.219562,Winter,Feb,6.4
Dakota Skye,Drama,0,Other,89.0,0.985408,Winter,Jan,6.6
The Immaculate Conception of Little Dizzle,Comedy,0,Other,98.0,0.915893,Spring,May,6.2
Judas Kiss,Drama,0,Other,94.0,1.169235,Spring,Apr,5.5
Confessions of a Pop Performer,Comedy,1,Sony Pictures,91.0,0.708985,Winter,Jan,4.0
Role/Play,Drama,0,Other,85.0,0.585417,Spring,Jun,5.4
The Sweeney,Action,0,Other,112.0,5.311336,Summer,Sep,6.1
English Vinglish,Drama,0,Other,133.0,3.611437,Summer,Sep,7.8
Fish Story,Other,0,Other,112.0,1.525928,Winter,Mar,7.6
The Sea of Grass,Drama,0,Other,123.0,1.086187,Spring,Apr,6.3
The Visitors,Drama,0,Other,88.0,1.268148,Winter,Feb,6.4
The Man Who Laughs,Drama,0,Other,93.0,2.779704,Fall,Dec,6.0
Excuse Me for Living,Romance,0,Other,105.0,0.889662,Fall,Oct,4.6
Fragments of an Alms-Film,Comedy,0,Other,75.0,0.35,Winter,Jan,6.8
Eat Sleep Die,Drama,0,Other,104.0,0.962442,Fall,Oct,6.4
Dr. Bronner's Magic Soapbox,Documentary,0,Other,88.0,0.186225,Spring,Jun,6.5
"Guns, Girls and Gambling",Crime,0,Other,85.0,14.950975,Fall,Nov,5.5
A Dark Truth,Action,0,Other,106.0,8.73819,Fall,Nov,5.6
Odette Toulemonde,Comedy,0,Other,100.0,2.156849,Fall,Nov,6.3
Mein Kampf,Drama,0,Other,110.0,0.843295,Summer,Aug,5.1
Pusher,Crime,0,Other,86.0,6.532164,Fall,Oct,5.5
The Hollywood Complex,Documentary,0,Other,90.0,0.400975,Spring,May,6.8
She Had to Say Yes,Drama,0,Other,65.0,0.064785,Summer,Jul,5.9
Leave,Thriller,0,Other,84.0,1.778183,Spring,May,5.9
Texas Chainsaw 3D,Horror,1,Other,92.0,7.214828,Winter,Jan,4.8
K-11,Drama,0,Other,88.0,1.686305,Winter,Mar,5.1
Ex-Girlfriends,Drama,0,Other,72.0,0.340973,Fall,Nov,4.6
Gangster Squad,Crime,0,WarnerMedia,113.0,8.581558,Winter,Jan,6.7
Dabangg 2,Action,1,Other,125.0,4.704351,Fall,Dec,4.8
The Marsh,Horror,0,Other,92.0,2.827337,Spring,May,4.8
The Climb,Action,0,Other,99.0,0.407244,Winter,Jan,5.9
The Warrior and the Sorceress,Action,0,Other,81.0,1.650324,Summer,Sep,4.3
The Company You Keep,Drama,0,Other,121.0,5.367502,Summer,Sep,6.4
The Trouble with Bliss,Comedy,0,Other,97.0,7.453375,Fall,Oct,5.3
The Samaritan,Thriller,0,Other,90.0,11.52128,Winter,Mar,5.6
The Iceman,Thriller,0,Other,105.0,13.132127,Summer,Sep,6.8
Behind Blue Skies,Drama,0,Other,110.0,4.200146,Summer,Sep,6.6
Secrets of the Tribe,Documentary,0,Other,98.0,0.043862,Winter,Jan,7.4
Kiss the Bride,Drama,0,Other,100.0,1.78277,Winter,Jan,5.6
A Haunted House,Comedy,1,Other,86.0,6.531373,Winter,Jan,5.0
Sinners and Saints,Action,0,Other,104.0,7.951137,Spring,Jun,6.1
Whores' Glory,Documentary,0,Other,110.0,1.477577,Summer,Sep,7.2
Somewhere in Palilula,Drama,0,Other,145.0,0.04619,Spring,Apr,7.2
Planet of Snail,Documentary,0,Other,88.0,0.540795,Winter,Mar,7.2
Beware of Mr. Baker,Documentary,0,Other,100.0,2.449115,Fall,Nov,7.6
Beyond the Hills,Drama,0,Other,150.0,4.750814,Summer,Sep,7.5
Pokémon the Movie Black: Victini and Reshiram,Other,1,Other,96.0,2.004607,Summer,Jul,5.8
Pokémon the Movie White: Victini and Zekrom,Adventure,1,Other,96.0,2.531439,Summer,Jul,5.9
Cleanflix,Documentary,0,Other,85.0,0.589383,Winter,Feb,6.7
Sister,Drama,0,Other,100.0,9.313199,Winter,Feb,7.1
Mea Maxima Culpa: Silence in the House of God,Documentary,0,Other,106.0,1.442038,Fall,Nov,8.0
Everything or Nothing,Documentary,0,Other,98.0,1.99456,Fall,Oct,7.5
Grayeagle,Action,0,Other,104.0,0.737559,Fall,Dec,5.6
The World's Greatest Athlete,Comedy,0,Walt Disney Studios,93.0,0.527295,Winter,Feb,5.8
Diana Vreeland: The Eye Has to Travel,Documentary,0,Other,86.0,0.598646,Summer,Sep,7.5
Padre nuestro,Drama,0,Other,110.0,0.312837,Fall,Oct,6.9
Milarepa,Action,0,Other,90.0,0.262837,Summer,Sep,7.0
Morgan Pålsson - Världsreporter,Comedy,0,Other,84.0,0.28763,Winter,Feb,5.5
Renoir,Drama,0,Other,111.0,5.337351,Fall,Oct,6.5
Typhoon,Action,0,Other,124.0,1.946581,Winter,Jan,5.8
The Last Stand,Action,0,Other,107.0,10.691321,Winter,Jan,6.3
Mama,Horror,0,NBCUniversal,100.0,16.018525,Winter,Jan,6.2
The Candidate,Thriller,0,Other,90.0,1.351956,Summer,Aug,6.2
Upstream Color,Drama,0,Other,96.0,8.003815,Spring,Apr,6.7
Fast Life,Comedy,0,Other,82.0,0.05971,Fall,Dec,5.7
Careless Love,Drama,0,Other,104.0,0.085536,Spring,May,6.0
Special When Lit,Documentary,0,Other,97.0,0.727515,Fall,Oct,6.9
The Year of the Tiger,Other,0,Other,82.0,0.129056,Summer,Jul,5.7
Outpost: Black Sun,Action,1,Other,101.0,2.438754,Winter,Jan,5.0
Broken City,Thriller,0,Other,109.0,12.136158,Winter,Jan,6.2
The Counterfeit Coin,Comedy,0,Other,127.0,0.142747,Winter,Jan,8.6
Nameless Gangster,Crime,0,Other,133.0,5.765418,Winter,Feb,7.1
Ginger & Rosa,Drama,0,Other,89.0,10.463908,Summer,Sep,6.3
Marina Abramović: The Artist Is Present,Documentary,0,Other,106.0,2.629961,Winter,Jan,7.9
Bonsai,Drama,0,Other,95.0,0.326654,Summer,Sep,6.3
Shadow Dancer,Thriller,0,Other,101.0,4.38806,Winter,Feb,6.2
Thale,Other,0,Other,76.0,2.775518,Winter,Feb,5.6
It's a Disaster,Comedy,0,Other,86.0,3.54286,Spring,Apr,6.4
Texas Across the River,Comedy,0,NBCUniversal,101.0,0.3214,Fall,Oct,6.3
The Comic,Comedy,0,Other,94.0,0.140017,Fall,Nov,6.7
Up In Smoke,Comedy,1,Other,61.0,0.197931,Fall,Dec,6.1
Jason Becker: Not Dead Yet,Other,0,Other,87.0,0.404706,Winter,Mar,8.1
Keep the Lights On,Drama,0,Other,101.0,6.651607,Winter,Feb,6.4
Beauty Is Embarrassing,Documentary,0,Other,88.0,0.790239,Summer,Sep,7.4
Crossfire Hurricane,Documentary,0,Other,111.0,1.434624,Fall,Oct,7.4
Middle of Nowhere,Drama,0,Other,101.0,1.50978,Fall,Oct,6.4
True Blue,Crime,0,Other,101.0,0.370335,Fall,Nov,5.2
